"level","correct","negative","optimistic","mb"
0,1,0,0,0
1,0.1927937064,0.017804257796,0.789402035,0.143072587443
2,0.0861985541,0.0136348175704,0.9001666305,0.572737474639
3,0.13044815355,0.0333487144822,0.83620310904,0.460042628374
4,0.2427187198,0.0745969176863,0.68268435925,0.095224756708
