"level","0","1","2","3","4","total"
0,0.0343696128477,0.0430783882549,0.09382210665058,0.03108280401226,0.01552715536318,0.2178800597612
1,0.02923037987322,0.01949310501206,0.04340955161442,0.10589136867792,0.04117121837264,0.2391956095051
2,0.0249740443683,0.01155476763336,0.01157485963396,0.10286619434156,0.16090510767102,0.3118749863722
3,0.02058758653382,0.00341264824346,0.0136494714061,0.01851414635688,0.11977019824736,0.1759340479961
4,0.01291151062996,0.0035774565556,0.00693565790184,0.01105158839792,0.02063905819772,0.0551152641902
