"level","correct","negative","optimistic","mb"
0,1,0,0,0
1,0.1654846227,0.015024145012968,0.8194912309754,0.1857002815266
2,0.131527435,0.023220785526011,0.8452517683473,0.47604993022335
3,0.1585073408,0.04106811737545,0.8004245492006,0.373528950946528
4,0.18588816985,0.05649634866832,0.757615476395,0.111688303917422
