"level","0","1","2","3","4","total"
0,0.0273602008,0.0535725389,0.0850514149,0.0317228367,0.01428920561,0.211996206
1,0.02445717143,0.013307836101,0.051043336,0.0797488951,0.0442524069,0.212809654
2,0.02028965043,0.008528451267,0.010642691303,0.1115568199,0.1754493851,0.326467038
3,0.016877130533,0.006259908671,0.00867759485,0.012902131662,0.1505382679,0.195255054
4,0.01406541963,0.005066792189,0.006733852455,0.01035553492,0.017250468377,0.0534720684
