"level","0","1","2","3","4","total"
0,0.027471274,0.064702532,0.078284932,0.028522861,0.0134794172,0.21246098
1,0.0151770574,0.014888071,0.056910683,0.071500186,0.042699677,0.20117567
2,0.0086379719,0.0085606975,0.012288312,0.121239056,0.177572001,0.32829802
3,0.00636703786,0.0059140132,0.0094619242,0.0133860728,0.175251029,0.210380132
4,0.0049573406,0.0053669969,0.0067937998,0.0101551935,0.0204118419,0.047685176
