"level","0","1","2","3","4","total"
0,0.029885286403,0.04352297528,0.07077750055,0.026238764963,0.014098335558,0.184522807
1,0.032425997838,0.03725536337,0.06723219764,0.04197892264,0.004127120644,0.1830196036
2,0.02600669594,0.08955573571,0.17736657661,0.04871991676,0.0052603129202,0.34690927
3,0.02408899983,0.13385622001,0.069599004252,0.0097596808843,0.00126811520913,0.23857199459
4,0.03076985906,0.013028341211,0.002750992838,0.000378119195,4.891237054e-05,0.04697622099
