"level","0","1","2","3","4","total"
0,0.027471274,0.064702532,0.078284932,0.028522861,0.0134794172,0.21246098
1,0.02735749,0.054250861,0.069968655,0.045171163,0.0044275083,0.20117567
2,0.0247818611,0.094955553,0.160623401,0.043325353,0.0046118906,0.32829802
3,0.027328817,0.114515009,0.059160632,0.0082908367,0.00108480594,0.210380132
4,0.032890675,0.0118638144,0.00256487717,0.000324815871,4.09874452e-05,0.047685176
