"level","0","1","2","3","4","total"
0,0.029885286403,0.04352297528,0.07077750055,0.026238764963,0.014098335558,0.184522807
1,0.01504358739,0.020590066171,0.037734332279,0.07017155366,0.039480063765,0.1830196036
2,0.010360225501,0.007215555427,0.013469757036,0.113673937695,0.2021898287,0.34690927
3,0.00447368574,0.005789087078,0.006635138887,0.014807624693,0.206866421375,0.23857199459
4,0.003894989152,0.00176921558,0.006769035947,0.009481556283,0.025061443024,0.04697622099
