"level","correct","negative","optimistic","mb"
0,1,0,0,0
1,0.155109028,0.01352361414,0.83136737,0.14756965
2,0.058702197,0.005670977773,0.93562686,0.5534746577
3,0.0634910196,0.009384118932,0.927124858,0.61577399876
4,0.1729487267,0.03396659519,0.793084735,0.0982156854
